reference	book	chapter	verse	category	priority	signals	reason	text
Mark 2:7	Mark	2	7	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"""Why does this man speak blasphemies like that? Who can forgive sins but Elohim alone?"""
Mark 2:17	Mark	2	17	GENERIC PRONOUN REVIEW	REVIEW	the righteous; he	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"When Yeshua heard it, he said to them, ""Those who are healthy have no need for a physician, but those who are sick. I came not to call the righteous, but sinners to turning back."""
Mark 3:17	Mark	3	17	SONS / CHILDREN LANGUAGE REVIEW	REVIEW	sons	Plural son-language can be literal male offspring or a source-language idiom/category whose intended scope may be broader. Requires source/context review; do not neutralize mechanically.	Ya'akov the son of Zebedee; Yochanan, the brother of Ya'akov, and he surnamed them Boanerges, which means, Sons of Thunder;
Mark 3:28	Mark	3	28	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Most certainly I tell you, all sins of the descendants of man will be forgiven, including their blasphemies with which they may blaspheme;
Mark 3:31	Mark	3	31	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	His mother and his brothers came, and standing outside, they sent to him, calling him.
Mark 3:32	Mark	3	32	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"A multitude was sitting around him, and they told him, ""Behold, your mother, your brothers, and your sisters are outside looking for you."""
Mark 3:33	Mark	3	33	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"He answered them, ""Who are my mother and my brothers?"""
Mark 3:34	Mark	3	34	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"Looking around at those who sat around him, he said, ""Behold, my mother and my brothers!"
Mark 5:35	Mark	5	35	GENERIC PRONOUN REVIEW	REVIEW	the Teacher; he	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"While he was still speaking, they came from the synagogue ruler's house saying, ""Your daughter is dead. Why bother the Teacher any more?"""
Mark 6:2	Mark	6	2	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"When the Sabbath had come, he began to teach in the synagogue, and many hearing him were astonished, saying, ""Where did this man get these things?"" and, ""What is the wisdom that is given to this man, that such mighty works come about by his hands?"
Mark 6:20	Mark	6	20	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	for Herodes feared Yochanan, knowing that he was a righteous and holy man, and kept him safe. When he heard him, he did many things, and he heard him gladly.
Mark 6:21	Mark	6	21	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Then a convenient day came, that Herodes on his birthday made a supper for his nobles, the high officers, and the chief men of Galil.
Mark 6:44	Mark	6	44	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	Those who ate the loaves were five thousand men.
Mark 8:22	Mark	8	22	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	He came to Beit Tzaida. They brought a blind man to him, and begged him to touch him.
Mark 8:23	Mark	8	23	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	He took hold of the blind man by the hand, and brought him out of the village. When he had spit on his eyes, and laid his hands on him, he asked him if he saw anything.
Mark 8:24	Mark	8	24	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"He looked up, and said, ""I see men; for I see them like trees walking."""
Mark 10:2	Mark	10	2	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Pharisees came to him testing him, and asked him, ""Is it lawful for a man to divorce his wife?"""
Mark 10:21	Mark	10	21	GENERIC PRONOUN REVIEW	REVIEW	the poor; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"Yeshua looking at him loved him, and said to him, ""One thing you lack. Go, sell whatever you have, and give to the poor, and you will have treasure in heaven; and come, follow me, taking up the cross."""
Mark 10:29	Mark	10	29	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	"Yeshua said, ""Most certainly I tell you, there is no one who has left house, or brothers, or sisters, or father, or mother, or wife, or children, or land, for my sake, and for the sake of the good news,"
Mark 10:30	Mark	10	30	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	but they will receive one hundred times more now in this time, houses, brothers, sisters, mothers, children, and land, with persecutions; and in the age to come life of the age.
Mark 10:35	Mark	10	35	SONS / CHILDREN LANGUAGE REVIEW	REVIEW	sons	Plural son-language can be literal male offspring or a source-language idiom/category whose intended scope may be broader. Requires source/context review; do not neutralize mechanically.	"Ya'akov and Yochanan, the sons of Zebedee, came near to him, saying, ""Teacher, we want you to do for us whatever we will ask."""
Mark 10:49	Mark	10	49	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Yeshua stood still, and said, ""Call him."" They called the blind man, saying to him, ""Cheer up! Get up. He is calling you!"""
Mark 10:51	Mark	10	51	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"Yeshua asked him, ""What do you want me to do for you?"" The blind man said to him, ""Rhabboni, that I may see again."""
Mark 12:2	Mark	12	2	GENERIC PRONOUN REVIEW	REVIEW	a servant; he; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	When it was time, he sent a servant to the farmer to get from the farmer his share of the fruit of the vineyard.
Mark 12:20	Mark	12	20	BROTHERS / SIBLING LANGUAGE REVIEW	REVIEW	brothers	Plural brother-language can sometimes represent Greek adelphoi addressing a mixed community, but can also denote actual men or male kin. Requires source/context review.	There were seven brothers. The first took a wife, and dying left no offspring.
Mark 14:14	Mark	14	14	GENERIC PRONOUN REVIEW	REVIEW	The Teacher; he	A potentially generic antecedent is paired with masculine pronouns, but the referent may be specific. Context/source review required.	"and wherever he enters in, tell the master of the house, 'The Teacher says, ""Where is the guest room, where I may eat the Passover with my disciples?""'"
Mark 14:21	Mark	14	21	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"For the Human One goes, even as it is written about him, but woe to that man by whom the Human One is betrayed! It would be better for that man if he had not been born."""
Mark 14:71	Mark	14	71	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"But he began to curse, and to swear, ""I don't know this man of whom you speak!"""
Mark 15:39	Mark	15	39	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if source/context is generic.	"When the centurion, who stood by opposite him, saw that he cried out like this and breathed his last, he said, ""Truly this man was the Son of Elohim!"""
