reference	book	chapter	verse	handledBook	category	priority	signals	reason	text
1 Kings 21:13	1 Kings	21	13	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The two men, the base fellows, came in and sat before him: and the base fellows bore witness against him, even against Naboth, in the presence of the people, saying, Naboth did curse Elohim and the king. Then they carried him forth out of the city, and stoned him to death with stones.
1 Kings 21:20	1 Kings	21	20	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Achav said to Eliyahu, Have you found me, my enemy? He answered, I have found you, because you have sold yourself to do that which is brokenness in the sight of YHWH.
1 Kings 21:29	1 Kings	21	29	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	See you how Achav humbles himself before me? because he humbles himself before me, I will not bring the brokenness in his days; but in his son's days will I bring the brokenness on his house.
1 Kings 22:6	1 Kings	22	6	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Then the king of Israel gathered the prophets together, about four hundred men, and said to them, Shall I go against Ramoth Gilead to battle, or shall I forbear? They said, Go up; for YHWH will deliver it into the hand of the king.
1 Kings 22:7	1 Kings	22	7	False	DIVINE-REFERENT REVIEW	HIGH	devotion-object	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	But Yehoshafat said, Isn't there here a prophet of YHWH besides, that we may inquire of him?
1 Kings 22:8	1 Kings	22	8	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	"The king of Israel said to Yehoshafat, there is yet one man by whom we may inquire of YHWH, Micaiah the son of Imlah: but I hate him; for he does not prophesy good concerning me, but brokenness. Yehoshafat said, ""Don't let the king say so."""
1 Kings 22:8	1 Kings	22	8	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	"The king of Israel said to Yehoshafat, there is yet one man by whom we may inquire of YHWH, Micaiah the son of Imlah: but I hate him; for he does not prophesy good concerning me, but brokenness. Yehoshafat said, ""Don't let the king say so."""
1 Kings 22:8	1 Kings	22	8	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	"The king of Israel said to Yehoshafat, there is yet one man by whom we may inquire of YHWH, Micaiah the son of Imlah: but I hate him; for he does not prophesy good concerning me, but brokenness. Yehoshafat said, ""Don't let the king say so."""
1 Kings 22:13	1 Kings	22	13	False	GENERIC PRONOUN REVIEW	REVIEW	The messenger; him	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	The messenger who went to call Micaiah spoke to him, saying, See now, the words of the prophets [declare] good to the king with one mouth: please let your word be like the word of one of them, and speak you good.
1 Kings 22:17	1 Kings	22	17	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	everyone; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	He said, I saw all Israel scattered on the mountains, as sheep that have no shepherd: and YHWH said, These have no master; let them return everyone to their house in peace.
1 Kings 22:18	1 Kings	22	18	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	The king of Israel said to Yehoshafat, Didn't I tell you that he would not prophesy good concerning me, but brokenness?
1 Kings 22:20	1 Kings	22	20	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	YHWH said, 'Who shall entice Achav, that he may go up and fall at Ramoth Gilead?' One said on this manner; and another said on that manner.
1 Kings 22:22	1 Kings	22	22	False	DIVINE-REFERENT REVIEW	HIGH	divine-attribute	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	YHWH said to him, 'How?' He said, 'I will go forth, and will be a lying spirit in the mouth of all his prophets.' He said, 'You shall entice him, and shall prevail also: go forth, and do so.'
1 Kings 22:28	1 Kings	22	28	False	DIVINE-REFERENT REVIEW	HIGH	next-sentence-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	Micaiah said, If you return at all in peace, YHWH has not spoken by me. He said, Hear, you peoples, all of you.
1 Kings 22:34	1 Kings	22	34	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	A certain man drew his bow at a venture, and struck the king of Israel between the joints of the armor: therefore he said to the driver of his chariot, Turn your hand, and carry me out of the army; for I am severely wounded.
1 Kings 22:53	1 Kings	22	53	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	He served Baal, and worshiped him, and provoked to anger YHWH, the God of Israel, according to all that his father had done.
2 Kings 1:6	2 Kings	1	6	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	They said to him, There came up a person to meet us, and said to us, Go, turn again to the king who sent you, and tell him, Thus says YHWH, Is it because there is no Elohim in Israel, that you send to inquire of Baal Zebub, the god of Ekron? therefore you shall not come down from the bed where you are gone up, but shall surely die.
2 Kings 1:7	2 Kings	1	7	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	They said to them, What manner of man was the one who came up to meet you, and told you these words?
2 Kings 1:8	2 Kings	1	8	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	They answered him, He was a hairy man, and girt with a belt of leather about his waist. He said, It is Eliyahu the Tishbite.
2 Kings 1:9	2 Kings	1	9	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Then [the king] sent to him a captain of fifty with his fifty. He went up to him: and behold, he was sitting on the top of the hill. He spoke to him, man of Elohim, the king has said, Come down.
2 Kings 1:10	2 Kings	1	10	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; him; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	Eliyahu answered to the captain of fifty, If I be a person of Elohim, let fire come down from the heavens, and consume you and your fifty. Fire came down from the heavens, and consumed him and his fifty.
2 Kings 1:11	2 Kings	1	11	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	Again he sent to him another captain of fifty and his fifty. He answered him, man of Elohim, thus has the king said, Come down quickly.
2 Kings 1:12	2 Kings	1	12	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; him; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	Eliyahu answered them, If I be a person of Elohim, let fire come down from the heavens, and consume you and your fifty. The fire of Elohim came down from the heavens, and consumed him and his fifty.
